GT_answer	generated_answer	rouge1	rouge2	rougeL	bleu4	meteor	cider	spice	bertscore
The architectural style of Aachen Cathedral is predominantly Carolingian which is characterized by its simplicity symmetry and use of heavy stone masonry	gothic	0.0	0.0	0.0	0	0.0	0.0	0.0	0.7846293449401855
The architectural style of Aachen Cathedral is predominantly Carolingian which is characterized by its simplicity symmetry and use of heavy stone masonry	gothic	0.0	0.0	0.0	0	0.0	0.0	0.0	0.7846293449401855
Answer: Abel Tasman National Park is located at the northern tip of the South Island of New Zealand between Golden Bay and Tasman Bay	california	0.0	0.0	0.0	0	0.0	0.0	0.0	0.7655689120292664
Answer: Abel Tasman National Park is located at the northern tip of the South Island of New Zealand between Golden Bay and Tasman Bay	new zealand	0.15384615384615385	0.08333333333333333	0.15384615384615385	0	0.0860091743119266	0.0	0.21052631578947367	0.7968925833702087
Answer: The Abu Simbel temple is located on the banks of Lake Nasser in southern Egypt close to the border with Sudan	abu simbel, egypt	0.24000000000000002	0.08695652173913042	0.24000000000000002	0	0.04975124378109454	0.0	0.0	0.8435722589492798
Answer: The Abu Simbel temple is located on the banks of Lake Nasser in southern Egypt close to the border with Sudan	abu simbel, egypt	0.24000000000000002	0.08695652173913042	0.24000000000000002	0	0.04975124378109454	0.0	0.0	0.8435722589492798
answer: The first Europeans arrived in the region now known as Acadia National Park in the early 1600s French explorer Samuel de Champlain visited the coast of Maine in 1604 and claimed the land for France	acadia national park	0.15384615384615385	0.1081081081081081	0.15384615384615385	0	0.09004417261297995	0.0	0.07407407407407407	0.8269672989845276
answer: The first Europeans arrived in the region now known as Acadia National Park in the early 1600s French explorer Samuel de Champlain visited the coast of Maine in 1604 and claimed the land for France	acadia national park in 1609	0.19512195121951217	0.15384615384615383	0.19512195121951217	2.472521260588291e-234	0.11398176291793313	0.0	0.06896551724137931	0.8545137643814087
answer: Accra is best known for being the capital city of Ghana located on the Atlantic coast of West Africa	nigeria's capital city	0.16666666666666669	0.09090909090909091	0.16666666666666669	3.920936761795533e-157	0.10245901639344263	0.0	0.25	0.8524425029754639
answer: Accra is best known for being the capital city of Ghana located on the Atlantic coast of West Africa	it is the tallest building in ghana	0.2222222222222222	0.0	0.2222222222222222	2.0794305374444988e-232	0.08021390374331551	0.0	0.125	0.8327065110206604
answer: The Acropolis features a variety of architectural styles including Ionic Doric and Corinthian	neoclassical, neo-classical, neo-classical, neo-classical	0.0	0.0	0.0	0	0.0	0.0	0.0	0.8253301978111267
answer: The Acropolis features a variety of architectural styles including Ionic Doric and Corinthian	neoclassical, neo-classical, neo-classical, neo-classical	0.0	0.0	0.0	0	0.0	0.0	0.0	0.8253301978111267
Answer: The Acropolis Museum was inaugurated on June 20 2009 after many years of planning and construction	1 january 2009	0.1	0.0	0.1	1.3017285428067626e-233	0.032051282051282055	0.0	0.0	0.8255954384803772
Answer: The Acropolis Museum was inaugurated on June 20 2009 after many years of planning and construction	1 january 2015	0.0	0.0	0.0	0	0.0	0.0	0.0	0.8182474970817566
A: The Acropolis of Athens has a long and storied history dating back to the 4th millennium BCE Over time it has been home to numerous settlements and religious structures including the iconic Parthenon In the 5th century BCE under the leadership of Pericles the site was transformed into a monumental complex dedicated to the goddess Athena In the subsequent centuries the Acropolis fell victim to various attacks and natural disasters resulting in significant damage to its buildings Today it stands as a testament to the rich cultural heritage of Ancient Greece and a symbol of democracy and Western civilization	The acropolis of athens is a UNESCO world heritage site	0.1272727272727273	0.05555555555555555	0.1090909090909091	1.890603630434861e-235	0.038461538461538464	0.0	0.027777777777777776	0.8400229811668396
